region_id,timestamp,rainfall_24h,forecast_rainfall_6h,rainfall_3d_cumulative,rainfall_7d_cumulative,elevation,distance_to_river_m,soil_clay_pct,population_density,runoff_potential_index,proximity_risk_score,flood_occurred
18-300-00103,2025-11-30,0.0,0.24,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-01,0.3,0.0,0.3,0.29999999999999644,52.88,853.6,28.3,673.4,0.15757238307349666,0.3145973154362416,0
18-300-00103,2025-12-02,0.0,0.0,0.3,0.29999999999999644,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-03,0.0,0.0,0.3,0.29999999999999644,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-04,0.0,0.0,0.0,0.29999999999999644,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-05,0.0,0.0,0.0,0.29999999999999644,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-06,0.0,0.0,0.0,0.29999999999999644,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-07,0.0,0.0,0.0,0.29999999999999644,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-08,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-09,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-10,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-11,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-12,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-13,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-14,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-15,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-16,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-17,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-18,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-19,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-20,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-21,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-22,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-23,0.0,0.48,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-24,0.6,0.0,0.6,0.5999999999999964,52.88,853.6,28.3,673.4,0.3151447661469933,0.6291946308724832,0
18-300-00103,2025-12-25,0.0,0.0,0.6,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-26,0.0,0.0,0.6,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-27,0.0,0.0,0.0,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-28,0.0,0.0,0.0,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-29,0.0,0.08000000000000002,0.0,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2025-12-30,0.1,0.0,0.1,0.6999999999999964,52.88,853.6,28.3,673.4,0.05252412769116555,0.10486577181208054,0
18-300-00103,2025-12-31,0.0,0.0,0.1,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-01,0.0,0.0,0.1,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-02,0.0,0.48,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-03,0.6,0.0,0.6,0.6999999999999964,52.88,853.6,28.3,673.4,0.3151447661469933,0.6291946308724832,0
18-300-00103,2026-01-04,0.0,0.0,0.6,0.6999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-05,0.0,0.0,0.6,0.6999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-06,0.0,0.0,0.0,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-07,0.0,0.0,0.0,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-08,0.0,0.0,0.0,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-09,0.0,0.0,0.0,0.5999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-10,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-11,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-12,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-13,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-14,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-15,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-16,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-17,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-18,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-19,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-20,0.0,0.08000000000000002,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-21,0.1,0.0,0.1,0.09999999999999645,52.88,853.6,28.3,673.4,0.05252412769116555,0.10486577181208054,0
18-300-00103,2026-01-22,0.0,0.0,0.1,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-23,0.0,0.0,0.1,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-24,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-25,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-26,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-27,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-28,0.0,0.8,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-29,1.0,0.0,1.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.5252412769116556,1.0486577181208054,0
18-300-00103,2026-01-30,0.0,0.0,1.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-01-31,0.0,0.0,1.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-01,0.0,0.0,0.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-02,0.0,0.0,0.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-03,0.0,0.08000000000000002,0.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-04,0.1,0.0,0.1,1.0999999999999965,52.88,853.6,28.3,673.4,0.05252412769116555,0.10486577181208054,0
18-300-00103,2026-02-05,0.0,0.0,0.1,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-06,0.0,0.0,0.1,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-07,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-08,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-09,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-10,0.0,0.0,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-11,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-12,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-13,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-14,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-15,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-16,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-17,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-18,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-19,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-20,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-21,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-22,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-23,0.0,0.0,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-24,0.0,0.8800000000000001,0.0,0.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-02-25,1.1,0.08000000000000002,1.1,1.0999999999999965,52.88,853.6,28.3,673.4,0.5777654046028211,1.153523489932886,0
18-300-00103,2026-02-26,0.1,0.24,1.2000000000000002,1.1999999999999966,52.88,853.6,28.3,673.4,0.05252412769116555,0.10486577181208054,0
18-300-00103,2026-02-27,0.3,0.0,1.5,1.4999999999999964,52.88,853.6,28.3,673.4,0.15757238307349666,0.3145973154362416,0
18-300-00103,2026-02-28,0.0,0.7200000000000001,0.4,1.4999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-01,0.9,0.08000000000000002,1.2000000000000002,2.399999999999997,52.88,853.6,28.3,673.4,0.47271714922049,0.9437919463087249,0
18-300-00103,2026-03-02,0.1,0.0,1.0,2.4999999999999964,52.88,853.6,28.3,673.4,0.05252412769116555,0.10486577181208054,0
18-300-00103,2026-03-03,0.0,0.0,1.0,2.4999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-04,0.0,0.0,0.1,1.3999999999999966,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-05,0.0,0.0,0.0,1.2999999999999965,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-06,0.0,0.0,0.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-07,0.0,0.0,0.0,0.9999999999999964,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-08,0.0,11.68,0.0,0.09999999999999645,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-09,14.6,0.16000000000000003,14.6,14.599999999999996,52.88,853.6,28.3,673.4,7.668522642910171,15.310402684563758,0
18-300-00103,2026-03-10,0.2,0.24,14.799999999999999,14.799999999999995,52.88,853.6,28.3,673.4,0.1050482553823311,0.20973154362416108,0
18-300-00103,2026-03-11,0.3,5.5200000000000005,15.1,15.099999999999996,52.88,853.6,28.3,673.4,0.15757238307349666,0.3145973154362416,0
18-300-00103,2026-03-12,6.9,48.0,7.4,21.999999999999996,52.88,853.6,28.3,673.4,3.624164810690423,7.235738255033557,0
18-300-00103,2026-03-13,60.0,55.2,67.2,82.0,52.88,853.6,28.3,673.4,31.51447661469933,62.919463087248324,1
18-300-00103,2026-03-14,69.0,8.72,135.9,151.0,52.88,853.6,28.3,673.4,36.24164810690423,72.35738255033557,1
18-300-00103,2026-03-15,10.9,11.68,139.9,161.9,52.88,853.6,28.3,673.4,5.725129918337045,11.430369127516778,0
18-300-00103,2026-03-16,14.6,5.920000000000001,94.5,161.9,52.88,853.6,28.3,673.4,7.668522642910171,15.310402684563758,0
18-300-00103,2026-03-17,7.4,29.92,32.9,169.1,52.88,853.6,28.3,673.4,3.886785449146251,7.76006711409396,0
18-300-00103,2026-03-18,37.4,7.920000000000001,59.4,206.2,52.88,853.6,28.3,673.4,19.64402375649592,39.21979865771812,0
18-300-00103,2026-03-19,9.9,19.76,54.699999999999996,209.2,52.88,853.6,28.3,673.4,5.19988864142539,10.381711409395974,0
18-300-00103,2026-03-20,24.7,8.0,72.0,173.9,52.88,853.6,28.3,673.4,12.97345953971789,25.901845637583893,0
18-300-00103,2026-03-21,10.0,0.0,44.6,114.9,52.88,853.6,28.3,673.4,5.252412769116555,10.486577181208053,0
18-300-00103,2026-03-22,0.0,0.32000000000000006,34.7,104.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-23,0.4,17.44,10.4,89.8,52.88,853.6,28.3,673.4,0.2100965107646622,0.41946308724832215,0
18-300-00103,2026-03-24,21.8,2.16,22.200000000000003,104.19999999999999,52.88,853.6,28.3,673.4,11.45025983667409,22.860738255033556,0
18-300-00103,2026-03-25,2.7,0.24,24.9,69.5,52.88,853.6,28.3,673.4,1.41815144766147,2.8313758389261747,0
18-300-00103,2026-03-26,0.3,0.0,24.8,59.900000000000006,52.88,853.6,28.3,673.4,0.15757238307349666,0.3145973154362416,0
18-300-00103,2026-03-27,0.0,10.0,3.0,35.2,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-03-28,12.5,0.08000000000000002,12.8,37.7,52.88,853.6,28.3,673.4,6.565515961395694,13.108221476510067,0
18-300-00103,2026-03-29,0.1,0.48,12.6,37.8,52.88,853.6,28.3,673.4,0.05252412769116555,0.10486577181208054,0
18-300-00103,2026-03-30,0.6,2.8800000000000003,13.2,38.0,52.88,853.6,28.3,673.4,0.3151447661469933,0.6291946308724832,0
18-300-00103,2026-03-31,3.6,11.040000000000001,4.3,19.8,52.88,853.6,28.3,673.4,1.89086859688196,3.7751677852348995,0
18-300-00103,2026-04-01,13.8,1.8399999999999999,18.0,30.900000000000002,52.88,853.6,28.3,673.4,7.248329621380846,14.471476510067115,0
18-300-00103,2026-04-02,2.3,1.8399999999999999,19.7,32.9,52.88,853.6,28.3,673.4,1.2080549368968077,2.411912751677852,0
18-300-00103,2026-04-03,2.3,4.720000000000001,18.4,35.2,52.88,853.6,28.3,673.4,1.2080549368968077,2.411912751677852,0
18-300-00103,2026-04-04,5.9,0.6400000000000001,10.5,28.6,52.88,853.6,28.3,673.4,3.098923533778768,6.187080536912752,0
18-300-00103,2026-04-05,0.8,0.0,9.0,29.3,52.88,853.6,28.3,673.4,0.4201930215293244,0.8389261744966443,0
18-300-00103,2026-04-06,0.0,6.720000000000001,6.7,28.700000000000003,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-04-07,8.4,6.96,9.2,33.5,52.88,853.6,28.3,673.4,4.412026726057907,8.808724832214766,0
18-300-00103,2026-04-08,8.7,19.680000000000003,17.1,28.4,52.88,853.6,28.3,673.4,4.569599109131403,9.123322147651006,0
18-300-00103,2026-04-09,24.6,4.16,41.7,50.7,52.88,853.6,28.3,673.4,12.920935412026727,25.796979865771814,0
18-300-00103,2026-04-10,5.2,0.0,38.50000000000001,53.6,52.88,853.6,28.3,673.4,2.7312546399406084,5.453020134228188,0
18-300-00103,2026-04-11,0.0,1.4400000000000002,29.8,47.7,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-04-12,1.8,0.0,7.0,48.7,52.88,853.6,28.3,673.4,0.94543429844098,1.8875838926174497,0
18-300-00103,2026-04-13,0.0,0.0,1.8,48.7,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-04-14,0.0,4.800000000000001,1.8,40.300000000000004,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-04-15,6.0,0.6400000000000001,6.0,37.599999999999994,52.88,853.6,28.3,673.4,3.151447661469933,6.291946308724833,0
18-300-00103,2026-04-16,0.8,0.6400000000000001,6.8,13.799999999999997,52.88,853.6,28.3,673.4,0.4201930215293244,0.8389261744966443,0
18-300-00103,2026-04-17,0.8,26.480000000000004,7.6,9.399999999999997,52.88,853.6,28.3,673.4,0.4201930215293244,0.8389261744966443,0
18-300-00103,2026-04-18,33.1,24.96,34.7,42.5,52.88,853.6,28.3,673.4,17.385486265775796,34.71057046979866,0
18-300-00103,2026-04-19,31.2,13.280000000000001,65.10000000000001,71.89999999999999,52.88,853.6,28.3,673.4,16.387527839643653,32.718120805369125,0
18-300-00103,2026-04-20,16.6,24.64,80.9,88.5,52.88,853.6,28.3,673.4,8.719005196733482,17.40771812080537,0
18-300-00103,2026-04-21,30.8,7.76,78.6,119.3,52.88,853.6,28.3,673.4,16.17743132887899,32.29865771812081,0
18-300-00103,2026-04-22,9.7,0.6400000000000001,57.099999999999994,123.0,52.88,853.6,28.3,673.4,5.0948403860430584,10.171979865771812,0
18-300-00103,2026-04-23,0.8,2.08,41.300000000000004,123.0,52.88,853.6,28.3,673.4,0.4201930215293244,0.8389261744966443,0
18-300-00103,2026-04-24,2.6,4.16,13.1,124.79999999999998,52.88,853.6,28.3,673.4,1.3656273199703042,2.726510067114094,0
18-300-00103,2026-04-25,5.2,10.8,8.600000000000001,96.89999999999999,52.88,853.6,28.3,673.4,2.7312546399406084,5.453020134228188,0
18-300-00103,2026-04-26,13.5,4.16,21.3,79.19999999999999,52.88,853.6,28.3,673.4,7.09075723830735,14.156879194630873,0
18-300-00103,2026-04-27,5.2,9.440000000000001,23.9,67.8,52.88,853.6,28.3,673.4,2.7312546399406084,5.453020134228188,0
18-300-00103,2026-04-28,11.8,12.64,30.5,48.8,52.88,853.6,28.3,673.4,6.197847067557536,12.374161073825505,0
18-300-00103,2026-04-29,15.8,6.96,32.8,54.89999999999999,52.88,853.6,28.3,673.4,8.298812175204159,16.568791946308725,0
18-300-00103,2026-04-30,8.7,11.440000000000001,36.3,62.8,52.88,853.6,28.3,673.4,4.569599109131403,9.123322147651006,0
18-300-00103,2026-05-01,14.3,8.4,38.8,74.5,52.88,853.6,28.3,673.4,7.510950259836675,14.995805369127517,0
18-300-00103,2026-05-02,10.5,4.32,33.5,79.79999999999998,52.88,853.6,28.3,673.4,5.515033407572384,11.010906040268456,0
18-300-00103,2026-05-03,5.4,0.32000000000000006,30.200000000000003,71.69999999999999,52.88,853.6,28.3,673.4,2.83630289532294,5.6627516778523495,0
18-300-00103,2026-05-04,0.4,2.64,16.3,66.89999999999999,52.88,853.6,28.3,673.4,0.2100965107646622,0.41946308724832215,0
18-300-00103,2026-05-05,3.3,2.08,9.1,58.39999999999999,52.88,853.6,28.3,673.4,1.733296213808463,3.4605704697986575,0
18-300-00103,2026-05-06,2.6,0.6400000000000001,6.3,45.199999999999996,52.88,853.6,28.3,673.4,1.3656273199703042,2.726510067114094,0
18-300-00103,2026-05-07,0.8,5.44,6.699999999999999,37.3,52.88,853.6,28.3,673.4,0.4201930215293244,0.8389261744966443,0
18-300-00103,2026-05-08,6.8,0.24,10.2,29.799999999999994,52.88,853.6,28.3,673.4,3.5716406829992575,7.130872483221476,0
18-300-00103,2026-05-09,0.3,7.840000000000001,7.9,19.599999999999994,52.88,853.6,28.3,673.4,0.15757238307349666,0.3145973154362416,0
18-300-00103,2026-05-10,9.8,22.240000000000002,16.9,23.999999999999993,52.88,853.6,28.3,673.4,5.1473645137342245,10.276845637583893,0
18-300-00103,2026-05-11,27.8,2.9600000000000004,37.900000000000006,51.39999999999999,52.88,853.6,28.3,673.4,14.601707498144023,29.15268456375839,0
18-300-00103,2026-05-12,3.7,21.040000000000003,41.300000000000004,51.79999999999999,52.88,853.6,28.3,673.4,1.9433927245731255,3.88003355704698,0
18-300-00103,2026-05-13,26.3,5.36,57.8,75.5,52.88,853.6,28.3,673.4,13.81384558277654,27.57969798657718,0
18-300-00103,2026-05-14,6.7,14.719999999999999,36.7,81.4,52.88,853.6,28.3,673.4,3.5191165553080923,7.026006711409396,0
18-300-00103,2026-05-15,18.4,27.92,51.4,92.99999999999999,52.88,853.6,28.3,673.4,9.664439495174461,19.295302013422816,0
18-300-00103,2026-05-16,34.9,32.0,60.0,127.6,52.88,853.6,28.3,673.4,18.330920564216775,36.5981543624161,0
18-300-00103,2026-05-17,40.0,12.56,93.3,157.79999999999998,52.88,853.6,28.3,673.4,21.00965107646622,41.946308724832214,0
18-300-00103,2026-05-18,15.7,0.0,90.60000000000001,145.7,52.88,853.6,28.3,673.4,8.24628804751299,16.463926174496642,0
18-300-00103,2026-05-19,0.0,1.6800000000000002,55.7,142.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-05-20,2.1,21.28,17.8,117.8,52.88,853.6,28.3,673.4,1.1030066815144768,2.2021812080536916,0
18-300-00103,2026-05-21,26.6,9.520000000000001,28.700000000000003,137.7,52.88,853.6,28.3,673.4,13.971417965850039,27.894295302013425,0
18-300-00103,2026-05-22,11.9,36.64,40.6,131.2,52.88,853.6,28.3,673.4,6.250371195248701,12.479026845637584,0
18-300-00103,2026-05-23,45.8,74.32000000000001,84.3,142.1,52.88,853.6,28.3,673.4,24.056050482553818,48.02852348993288,0
18-300-00103,2026-05-24,92.9,28.0,150.6,195.0,52.88,853.6,28.3,673.4,48.7949146250928,97.42030201342283,1
18-300-00103,2026-05-25,35.0,8.32,173.7,214.3,52.88,853.6,28.3,673.4,18.383444691907943,36.70302013422819,0
18-300-00103,2026-05-26,10.4,3.2,138.3,224.70000000000002,52.88,853.6,28.3,673.4,5.462509279881217,10.906040268456376,0
18-300-00103,2026-05-27,4.0,8.72,49.4,226.6,52.88,853.6,28.3,673.4,2.1009651076466223,4.194630872483222,0
18-300-00103,2026-05-28,10.9,0.0,25.3,210.9,52.88,853.6,28.3,673.4,5.725129918337045,11.430369127516778,0
18-300-00103,2026-05-29,0.0,2.8000000000000003,14.9,199.0,52.88,853.6,28.3,673.4,0.0,0.0,0
18-300-00103,2026-05-30,3.5,2.4000000000000004,14.4,156.70000000000002,52.88,853.6,28.3,673.4,1.8383444691907942,3.670302013422819,0
18-300-00103,2026-05-31,3.0,0.4,6.5,66.8,52.88,853.6,28.3,673.4,1.5757238307349666,3.1459731543624163,0
18-300-00103,2026-06-01,0.5,4.4,7.0,32.3,52.88,853.6,28.3,673.4,0.2626206384558278,0.5243288590604027,0
18-300-00103,2026-06-02,5.5,11.76,9.0,27.400000000000002,52.88,853.6,28.3,673.4,2.8888270230141053,5.76761744966443,0
18-300-00103,2026-06-03,14.7,32.800000000000004,20.7,38.099999999999994,52.88,853.6,28.3,673.4,7.721046770601336,15.415268456375838,0
18-300-00103,2026-06-04,41.0,26.64,61.2,68.19999999999999,52.88,853.6,28.3,673.4,21.534892353377874,42.99496644295302,0
18-300-00103,2026-06-05,33.3,18.400000000000002,89.0,101.5,52.88,853.6,28.3,673.4,17.49053452115813,34.92030201342281,0
18-300-00103,2026-06-06,23.0,4.16,97.3,121.0,52.88,853.6,28.3,673.4,12.080549368968077,24.119127516778523,0
18-300-00103,2026-06-07,5.2,67.60000000000001,61.5,123.19999999999999,52.88,853.6,28.3,673.4,2.7312546399406084,5.453020134228188,0
18-300-00103,2026-06-08,84.5,55.120000000000005,112.7,207.2,52.88,853.6,28.3,673.4,44.38288789903489,88.61157718120805,1
18-300-00103,2026-06-09,68.9,44.96000000000001,158.60000000000002,270.6,52.88,853.6,28.3,673.4,36.189123979213065,72.2525167785235,1
18-300-00103,2026-06-10,56.2,7.440000000000001,209.60000000000002,312.1,52.88,853.6,28.3,673.4,29.51855976243504,58.93456375838927,1
18-300-00103,2026-06-11,9.3,7.76,134.4,280.40000000000003,52.88,853.6,28.3,673.4,4.884743875278398,9.752516778523491,0
18-300-00103,2026-06-12,9.7,12.32,75.2,256.8,52.88,853.6,28.3,673.4,5.0948403860430584,10.171979865771812,0
18-300-00103,2026-06-13,15.4,21.44,34.4,249.2,52.88,853.6,28.3,673.4,8.088715664439494,16.149328859060404,0
18-300-00103,2026-06-14,26.8,27.6,51.900000000000006,270.8,52.88,853.6,28.3,673.4,14.07646622123237,28.104026845637584,0
18-300-00103,2026-06-15,34.5,6.4,76.7,220.8,52.88,853.6,28.3,673.4,18.120824053452115,36.178691275167786,0
18-300-00103,2026-06-16,8.0,11.68,69.30000000000001,159.89999999999998,52.88,853.6,28.3,673.4,4.2019302152932445,8.389261744966444,0
18-300-00103,2026-06-17,14.6,18.240000000000002,57.10000000000001,118.29999999999998,52.88,853.6,28.3,673.4,7.668522642910171,15.310402684563758,0
18-300-00103,2026-06-18,22.8,10.8,45.400000000000006,131.79999999999998,52.88,853.6,28.3,673.4,11.975501113585747,23.909395973154364,0
18-300-00103,2026-06-19,13.5,23.200000000000003,50.900000000000006,135.6,52.88,853.6,28.3,673.4,7.09075723830735,14.156879194630873,0
18-300-00103,2026-06-20,29.0,45.68000000000001,65.30000000000001,149.2,52.88,853.6,28.3,673.4,15.231997030438011,30.411073825503355,0
18-300-00103,2026-06-21,57.1,27.760000000000005,99.60000000000001,179.5,52.88,853.6,28.3,673.4,29.99127691165553,59.87835570469799,1
18-300-00103,2026-06-22,34.7,35.12,120.80000000000001,179.7,52.88,853.6,28.3,673.4,18.225872308834447,36.38842281879195,0
18-300-00103,2026-06-23,43.9,20.400000000000002,135.70000000000002,215.6,52.88,853.6,28.3,673.4,23.058092056421675,46.03607382550335,0
18-300-00103,2026-06-24,25.5,8.24,104.10000000000002,226.5,52.88,853.6,28.3,673.4,13.393652561247215,26.74077181208054,0
18-300-00103,2026-06-25,10.3,26.400000000000002,79.7,213.99999999999997,52.88,853.6,28.3,673.4,5.4099851521900515,10.801174496644297,0
18-300-00103,2026-06-26,33.0,24.240000000000002,68.80000000000001,233.5,52.88,853.6,28.3,673.4,17.332962138084632,34.605704697986575,0
18-300-00103,2026-06-27,30.3,26.64,73.60000000000001,234.79999999999998,52.88,853.6,28.3,673.4,15.914810690423161,31.774328859060404,0
18-300-00103,2026-06-28,33.3,44.480000000000004,96.60000000000001,211.0,52.88,853.6,28.3,673.4,17.49053452115813,34.92030201342281,0
18-300-00103,2026-06-29,55.6,2.32,119.20000000000002,231.9,52.88,853.6,28.3,673.4,29.203414996288046,58.30536912751678,1
18-300-00103,2026-06-30,2.9,15.600000000000001,91.80000000000001,190.9,52.88,853.6,28.3,673.4,1.523199703043801,3.0411073825503356,0
18-300-00103,2026-07-01,19.5,7.920000000000001,78.00000000000001,184.89999999999998,52.88,853.6,28.3,673.4,10.242204899777283,20.448825503355703,0
