City,Latitude,Longitude,Rainfall_mm,River_Level_m,Soil_Moisture_%,Elevation_m,Risk_Label
Kochi,9.9312,76.2673,0.0,4.33,10.0,5,2
Kochi,9.9312,76.2673,18.38,7.85,10.0,5,2
Kochi,9.9312,76.2673,41.13,10.45,41.79,5,2
Kochi,9.9312,76.2673,29.63,6.35,28.73,5,2
Kochi,9.9312,76.2673,19.83,6.53,14.92,5,2
Kochi,9.9312,76.2673,9.94,6.11,13.73,5,2
Kochi,9.9312,76.2673,12.73,2.06,15.13,5,0
Kochi,9.9312,76.2673,29.37,12.97,34.25,5,2
Kochi,9.9312,76.2673,0.0,2.66,18.11,5,0
Kochi,9.9312,76.2673,26.97,8.55,30.57,5,2
Kochi,9.9312,76.2673,0.0,3.46,10.0,5,0
Kochi,9.9312,76.2673,11.53,6.46,10.0,5,2
Kochi,9.9312,76.2673,42.91,10.24,36.94,5,2
Kochi,9.9312,76.2673,0.0,3.94,14.47,5,2
Kochi,9.9312,76.2673,0.0,0.28,10.0,5,0
Kochi,9.9312,76.2673,46.92,8.98,26.47,5,2
Kochi,9.9312,76.2673,1.1,1.08,10.0,5,0
Kochi,9.9312,76.2673,0.0,3.68,10.0,5,2
Kochi,9.9312,76.2673,0.0,5.41,16.81,5,2
Kochi,9.9312,76.2673,0.0,4.83,10.0,5,2
Kochi,9.9312,76.2673,16.35,4.1,35.22,5,2
Kochi,9.9312,76.2673,4.9,3.73,10.0,5,2
Kochi,9.9312,76.2673,56.67,17.61,61.65,5,2
Kochi,9.9312,76.2673,34.95,8.24,36.24,5,2
Kochi,9.9312,76.2673,11.83,7.49,20.62,5,2
Kochi,9.9312,76.2673,0.0,4.4,10.0,5,2
Kochi,9.9312,76.2673,0.0,4.1,10.0,5,2
Kochi,9.9312,76.2673,0.0,0.81,10.0,5,0
Kochi,9.9312,76.2673,23.52,4.47,20.72,5,2
Kochi,9.9312,76.2673,25.84,11.39,10.0,5,2
Kochi,9.9312,76.2673,3.61,3.75,14.36,5,2
Kochi,9.9312,76.2673,4.7,5.84,10.0,5,2
Kochi,9.9312,76.2673,0.0,3.2,10.0,5,0
Kochi,9.9312,76.2673,0.0,1.44,10.0,5,0
Kochi,9.9312,76.2673,0.0,2.84,10.33,5,0
Kochi,9.9312,76.2673,7.32,3.23,10.0,5,0
Kochi,9.9312,76.2673,7.39,6.76,10.0,5,2
Kochi,9.9312,76.2673,10.76,5.06,10.0,5,2
Kochi,9.9312,76.2673,0.0,2.18,10.0,5,0
Kochi,9.9312,76.2673,30.67,9.34,13.56,5,2
Kochi,9.9312,76.2673,21.49,5.65,20.72,5,2
Kochi,9.9312,76.2673,14.92,3.53,10.0,5,2
Kochi,9.9312,76.2673,20.52,6.16,10.0,5,2
Kochi,9.9312,76.2673,0.0,1.89,15.68,5,0
Kochi,9.9312,76.2673,0.0,2.47,10.0,5,0
Kochi,9.9312,76.2673,0.0,-1.03,10.0,5,0
Kochi,9.9312,76.2673,17.93,6.26,21.37,5,2
Kochi,9.9312,76.2673,14.32,5.15,10.0,5,2
Kochi,9.9312,76.2673,33.23,7.31,15.48,5,2
Kochi,9.9312,76.2673,25.61,4.96,44.64,5,2
Kochi,9.9312,76.2673,13.92,5.98,10.0,5,2
Kochi,9.9312,76.2673,4.43,2.53,10.0,5,0
Kochi,9.9312,76.2673,27.19,7.04,31.93,5,2
Kochi,9.9312,76.2673,75.92,17.09,62.26,5,2
Kochi,9.9312,76.2673,21.11,10.34,16.06,5,2
Kochi,9.9312,76.2673,0.0,-0.03,10.0,5,0
Kochi,9.9312,76.2673,1.24,6.77,18.69,5,2
Kochi,9.9312,76.2673,0.0,1.08,10.0,5,0
Kochi,9.9312,76.2673,45.53,11.72,29.95,5,2
Kochi,9.9312,76.2673,10.59,3.36,14.49,5,0
Kochi,9.9312,76.2673,0.0,1.48,11.62,5,0
Kochi,9.9312,76.2673,0.0,-0.39,10.0,5,0
Kochi,9.9312,76.2673,3.35,4.19,10.0,5,2
Kochi,9.9312,76.2673,11.23,4.62,10.0,5,2
Kochi,9.9312,76.2673,14.0,7.06,10.0,5,2
Kochi,9.9312,76.2673,11.87,6.95,14.55,5,2
Kochi,9.9312,76.2673,43.43,10.05,16.43,5,2
Kochi,9.9312,76.2673,58.55,17.96,57.64,5,2
Kochi,9.9312,76.2673,4.79,6.02,10.0,5,2
Kochi,9.9312,76.2673,48.03,10.82,48.72,5,2
Kochi,9.9312,76.2673,7.77,3.25,10.0,5,0
Kochi,9.9312,76.2673,56.9,18.01,34.84,5,2
Kochi,9.9312,76.2673,49.29,15.18,42.08,5,2
Kochi,9.9312,76.2673,34.61,7.3,31.97,5,2
Kochi,9.9312,76.2673,14.31,7.33,11.77,5,2
Kochi,9.9312,76.2673,15.77,6.81,15.87,5,2
Kochi,9.9312,76.2673,32.81,8.35,28.95,5,2
Kochi,9.9312,76.2673,55.05,11.5,55.43,5,2
Kochi,9.9312,76.2673,115.49,25.36,91.48,5,2
Kochi,9.9312,76.2673,0.0,0.5,10.0,5,0
Kochi,9.9312,76.2673,56.36,14.86,39.43,5,2
Kochi,9.9312,76.2673,5.08,6.75,10.0,5,2
Kochi,9.9312,76.2673,98.12,25.17,77.47,5,2
Kochi,9.9312,76.2673,163.45,33.38,100.0,5,3
Kochi,9.9312,76.2673,0.0,4.88,10.0,5,2
Kochi,9.9312,76.2673,88.31,21.91,57.19,5,2
Kochi,9.9312,76.2673,34.02,13.18,37.51,5,2
Kochi,9.9312,76.2673,0.0,3.2,10.0,5,0
Kochi,9.9312,76.2673,58.57,16.43,49.58,5,2
Kochi,9.9312,76.2673,80.1,18.25,54.33,5,2
Kochi,9.9312,76.2673,110.57,24.37,90.98,5,2
Kochi,9.9312,76.2673,18.62,5.15,13.99,5,2
Kochi,9.9312,76.2673,43.93,11.67,30.79,5,2
Kochi,9.9312,76.2673,113.36,26.65,96.84,5,2
Kochi,9.9312,76.2673,0.0,4.67,10.0,5,2
Kochi,9.9312,76.2673,4.85,4.21,22.26,5,2
Kochi,9.9312,76.2673,10.16,3.83,10.0,5,2
Kochi,9.9312,76.2673,14.65,3.32,10.0,5,0
Kochi,9.9312,76.2673,129.86,31.89,100.0,5,2
Kochi,9.9312,76.2673,0.0,2.64,11.62,5,0
Kochi,9.9312,76.2673,0.0,2.98,10.0,5,0
Kochi,9.9312,76.2673,97.93,22.46,88.35,5,2
Kochi,9.9312,76.2673,0.0,3.86,14.74,5,2
Kochi,9.9312,76.2673,10.67,4.36,18.07,5,2
Kochi,9.9312,76.2673,151.03,35.34,100.0,5,3
Kochi,9.9312,76.2673,85.62,19.13,60.06,5,2
Kochi,9.9312,76.2673,248.48,51.84,100.0,5,3
Kochi,9.9312,76.2673,73.75,16.01,60.95,5,2
Kochi,9.9312,76.2673,0.0,-0.14,10.0,5,0
Kochi,9.9312,76.2673,0.0,-0.51,10.0,5,0
Kochi,9.9312,76.2673,21.16,3.82,27.77,5,2
Kochi,9.9312,76.2673,0.0,-1.25,10.0,5,0
Kochi,9.9312,76.2673,14.01,6.64,10.0,5,2
Kochi,9.9312,76.2673,43.59,13.37,35.09,5,2
Kochi,9.9312,76.2673,229.48,48.27,100.0,5,3
Kochi,9.9312,76.2673,0.0,-1.11,10.0,5,0
Kochi,9.9312,76.2673,55.6,14.64,53.69,5,2
Kochi,9.9312,76.2673,0.0,1.53,10.0,5,0
Kochi,9.9312,76.2673,90.55,22.4,64.12,5,2
Kochi,9.9312,76.2673,0.0,2.08,10.0,5,0
Kochi,9.9312,76.2673,15.05,5.66,17.16,5,2
Kochi,9.9312,76.2673,25.25,5.37,34.31,5,2
Kochi,9.9312,76.2673,29.77,8.49,25.88,5,2
Kochi,9.9312,76.2673,111.32,23.54,92.67,5,2
Kochi,9.9312,76.2673,0.0,2.72,10.0,5,0
Kochi,9.9312,76.2673,0.0,1.4,10.0,5,0
Kochi,9.9312,76.2673,37.34,7.91,38.43,5,2
Kochi,9.9312,76.2673,155.03,32.21,100.0,5,3
Kochi,9.9312,76.2673,0.0,4.34,10.0,5,2
Kochi,9.9312,76.2673,162.22,35.52,100.0,5,3
Kochi,9.9312,76.2673,20.16,8.15,10.0,5,2
Kochi,9.9312,76.2673,120.44,28.65,100.0,5,2
Kochi,9.9312,76.2673,0.0,1.68,10.0,5,0
Kochi,9.9312,76.2673,2.62,5.64,16.05,5,2
Kochi,9.9312,76.2673,0.0,2.08,11.1,5,0
Kochi,9.9312,76.2673,0.0,0.03,10.0,5,0
Kochi,9.9312,76.2673,36.61,10.38,28.83,5,2
Kochi,9.9312,76.2673,0.0,3.59,10.0,5,2
Kochi,9.9312,76.2673,2.41,2.76,10.0,5,0
Kochi,9.9312,76.2673,5.17,3.02,20.12,5,0
Kochi,9.9312,76.2673,45.59,11.03,35.53,5,2
Kochi,9.9312,76.2673,65.1,17.87,55.78,5,2
Kochi,9.9312,76.2673,23.22,8.04,23.87,5,2
Kochi,9.9312,76.2673,0.0,5.97,22.31,5,2
Kochi,9.9312,76.2673,71.04,17.71,46.2,5,2
Kochi,9.9312,76.2673,0.0,2.16,10.0,5,0
Kochi,9.9312,76.2673,0.0,4.0,10.0,5,2
Kochi,9.9312,76.2673,0.0,-2.56,10.0,5,0
Kochi,9.9312,76.2673,117.25,29.87,89.32,5,2
Kochi,9.9312,76.2673,0.0,7.79,10.0,5,2
Kochi,9.9312,76.2673,51.26,13.69,37.39,5,2
Kochi,9.9312,76.2673,65.26,16.79,48.51,5,2
Kochi,9.9312,76.2673,57.02,13.84,48.17,5,2
Kochi,9.9312,76.2673,90.47,18.78,65.83,5,2
Kochi,9.9312,76.2673,0.0,5.25,27.16,5,2
Kochi,9.9312,76.2673,20.25,6.44,19.06,5,2
Kochi,9.9312,76.2673,71.9,18.17,69.18,5,2
Kochi,9.9312,76.2673,26.48,8.98,10.0,5,2
Kochi,9.9312,76.2673,42.94,11.48,53.92,5,2
Kochi,9.9312,76.2673,20.52,5.06,20.49,5,2
Kochi,9.9312,76.2673,0.0,-0.26,10.0,5,0
Kochi,9.9312,76.2673,0.0,4.41,10.0,5,2
Kochi,9.9312,76.2673,98.53,23.24,83.04,5,2
Kochi,9.9312,76.2673,0.0,4.88,10.0,5,2
Kochi,9.9312,76.2673,35.18,11.68,19.94,5,2
Kochi,9.9312,76.2673,28.77,6.9,21.57,5,2
Kochi,9.9312,76.2673,0.0,1.88,10.0,5,0
Kochi,9.9312,76.2673,59.84,14.47,39.7,5,2
Kochi,9.9312,76.2673,45.23,13.42,34.57,5,2
Kochi,9.9312,76.2673,0.0,0.96,10.0,5,0
Kochi,9.9312,76.2673,73.51,16.81,43.4,5,2
Kochi,9.9312,76.2673,27.35,8.09,24.65,5,2
Kochi,9.9312,76.2673,80.71,16.02,64.64,5,2
Kochi,9.9312,76.2673,94.68,25.04,88.13,5,2
Kochi,9.9312,76.2673,35.85,8.69,37.11,5,2
Kochi,9.9312,76.2673,89.25,22.47,98.99,5,2
Kochi,9.9312,76.2673,46.66,10.81,18.99,5,2
Kochi,9.9312,76.2673,20.78,5.61,18.15,5,2
Kochi,9.9312,76.2673,0.0,4.74,10.0,5,2
Kochi,9.9312,76.2673,27.09,7.26,23.23,5,2
Kochi,9.9312,76.2673,72.85,15.34,55.55,5,2
Kochi,9.9312,76.2673,0.0,1.55,10.0,5,0
Kochi,9.9312,76.2673,47.3,12.35,35.58,5,2
Kochi,9.9312,76.2673,117.87,26.61,88.47,5,2
Kochi,9.9312,76.2673,0.0,2.23,10.0,5,0
Kochi,9.9312,76.2673,0.0,2.68,10.0,5,0
Kochi,9.9312,76.2673,0.0,1.87,10.0,5,0
Kochi,9.9312,76.2673,36.85,9.87,35.49,5,2
Kochi,9.9312,76.2673,0.0,-2.09,10.0,5,0
Kochi,9.9312,76.2673,0.0,1.48,10.0,5,0
Kochi,9.9312,76.2673,1.12,5.63,10.0,5,2
Kochi,9.9312,76.2673,19.21,7.59,10.0,5,2
Kochi,9.9312,76.2673,36.94,9.74,36.26,5,2
Kochi,9.9312,76.2673,0.0,-0.61,10.0,5,0
Kochi,9.9312,76.2673,21.03,4.9,10.0,5,2
Kochi,9.9312,76.2673,39.01,7.92,47.64,5,2
Kochi,9.9312,76.2673,0.0,3.78,10.0,5,2
Kochi,9.9312,76.2673,26.48,6.71,19.55,5,2
Kochi,9.9312,76.2673,12.98,3.09,17.79,5,0
Kochi,9.9312,76.2673,0.0,2.04,10.0,5,0
Kochi,9.9312,76.2673,0.0,2.12,24.13,5,0
Kochi,9.9312,76.2673,30.83,8.63,22.04,5,2
Kochi,9.9312,76.2673,12.54,6.1,10.0,5,2
Kochi,9.9312,76.2673,38.74,11.68,38.18,5,2
Kochi,9.9312,76.2673,22.52,7.04,24.75,5,2
Kochi,9.9312,76.2673,26.2,7.03,15.23,5,2
Kochi,9.9312,76.2673,14.44,8.49,10.0,5,2
Kochi,9.9312,76.2673,0.0,2.83,10.0,5,0
Kochi,9.9312,76.2673,16.16,6.22,10.7,5,2
Kochi,9.9312,76.2673,47.76,8.85,29.92,5,2
Kochi,9.9312,76.2673,9.52,1.12,10.0,5,0
Kochi,9.9312,76.2673,51.88,12.92,43.81,5,2
Kochi,9.9312,76.2673,0.0,1.27,10.0,5,0
Kochi,9.9312,76.2673,4.37,5.94,10.0,5,2
Kochi,9.9312,76.2673,0.0,2.99,10.0,5,0
Kochi,9.9312,76.2673,39.36,13.53,21.34,5,2
Kochi,9.9312,76.2673,0.0,-0.02,10.0,5,0
Kochi,9.9312,76.2673,23.19,9.11,17.79,5,2
Kochi,9.9312,76.2673,4.32,3.67,10.0,5,2
Kochi,9.9312,76.2673,62.15,11.71,51.57,5,2
Kochi,9.9312,76.2673,60.57,14.63,46.55,5,2
Kochi,9.9312,76.2673,3.42,2.82,16.47,5,0
Kochi,9.9312,76.2673,0.0,5.57,10.0,5,2
Kochi,9.9312,76.2673,5.6,2.76,10.37,5,0
Kochi,9.9312,76.2673,0.0,3.42,20.24,5,0
Kochi,9.9312,76.2673,0.0,2.88,10.0,5,0
Kochi,9.9312,76.2673,22.22,6.98,11.36,5,2
Kochi,9.9312,76.2673,23.71,10.85,17.06,5,2
Kochi,9.9312,76.2673,29.27,5.77,13.85,5,2
Kochi,9.9312,76.2673,23.34,10.14,22.23,5,2
Kochi,9.9312,76.2673,4.49,3.4,10.0,5,0
Kochi,9.9312,76.2673,26.51,9.57,16.69,5,2
Kochi,9.9312,76.2673,0.72,3.18,10.0,5,0
Kochi,9.9312,76.2673,10.41,8.78,10.0,5,2
Kochi,9.9312,76.2673,3.4,1.88,10.16,5,0
Kochi,9.9312,76.2673,7.65,2.73,19.33,5,0
Kochi,9.9312,76.2673,46.07,10.51,18.19,5,2
Kochi,9.9312,76.2673,36.18,8.37,36.85,5,2
Kochi,9.9312,76.2673,0.0,4.29,10.0,5,2
Kochi,9.9312,76.2673,29.54,8.44,14.09,5,2
Kochi,9.9312,76.2673,2.23,4.32,10.0,5,2
Kochi,9.9312,76.2673,26.03,11.66,10.0,5,2
Kochi,9.9312,76.2673,50.81,12.87,31.66,5,2
Kochi,9.9312,76.2673,0.0,2.12,10.0,5,0
Kochi,9.9312,76.2673,8.94,7.31,10.0,5,2
Kochi,9.9312,76.2673,11.71,2.34,13.0,5,0
Kochi,9.9312,76.2673,33.29,8.32,10.0,5,2
Kochi,9.9312,76.2673,16.77,6.73,17.46,5,2
Kochi,9.9312,76.2673,41.66,8.69,40.13,5,2
Kochi,9.9312,76.2673,40.62,7.07,35.69,5,2
Kochi,9.9312,76.2673,0.0,2.34,10.0,5,0
Kochi,9.9312,76.2673,0.31,1.21,10.0,5,0
Kochi,9.9312,76.2673,0.0,0.33,10.0,5,0
Kochi,9.9312,76.2673,0.0,3.83,10.0,5,2
Kochi,9.9312,76.2673,0.0,1.14,11.94,5,0
Kochi,9.9312,76.2673,0.0,1.57,10.0,5,0
Kochi,9.9312,76.2673,30.8,8.16,18.67,5,2
Kochi,9.9312,76.2673,46.14,15.21,46.7,5,2
Kochi,9.9312,76.2673,14.05,3.69,10.0,5,2
Kochi,9.9312,76.2673,24.54,8.24,33.65,5,2
Kochi,9.9312,76.2673,27.61,5.02,32.61,5,2
Kochi,9.9312,76.2673,0.0,1.73,10.0,5,0
Kochi,9.9312,76.2673,59.9,20.7,53.98,5,2
Kochi,9.9312,76.2673,7.6,5.09,14.96,5,2
Kochi,9.9312,76.2673,4.3,6.95,10.0,5,2
Kochi,9.9312,76.2673,23.95,8.62,23.37,5,2
Kochi,9.9312,76.2673,32.13,7.69,20.12,5,2
Kochi,9.9312,76.2673,0.0,3.38,10.0,5,0
Kochi,9.9312,76.2673,22.99,10.45,18.33,5,2
Kochi,9.9312,76.2673,28.05,5.93,18.57,5,2
Kochi,9.9312,76.2673,28.69,9.94,20.01,5,2
Kochi,9.9312,76.2673,10.28,1.52,10.0,5,0
Kochi,9.9312,76.2673,33.37,10.32,31.7,5,2
Kochi,9.9312,76.2673,13.19,5.15,10.0,5,2
Kochi,9.9312,76.2673,28.77,9.1,27.94,5,2
Kochi,9.9312,76.2673,0.0,-1.81,10.97,5,0
Kochi,9.9312,76.2673,0.51,0.88,10.0,5,0
Kochi,9.9312,76.2673,2.59,5.14,10.0,5,2
Kochi,9.9312,76.2673,28.41,5.45,34.84,5,2
Kochi,9.9312,76.2673,18.27,5.42,16.05,5,2
Kochi,9.9312,76.2673,0.0,3.32,10.0,5,0
Kochi,9.9312,76.2673,0.0,-0.54,11.13,5,0
Guwahati,26.1445,91.7362,0.0,30.57,10.0,55,0
Guwahati,26.1445,91.7362,0.0,25.27,12.36,55,0
Guwahati,26.1445,91.7362,6.19,27.64,10.0,55,0
Guwahati,26.1445,91.7362,18.03,33.34,28.91,55,0
Guwahati,26.1445,91.7362,2.52,25.35,10.0,55,0
Guwahati,26.1445,91.7362,13.69,28.31,10.0,55,0
Guwahati,26.1445,91.7362,15.19,30.44,12.48,55,0
Guwahati,26.1445,91.7362,0.0,27.04,10.0,55,0
Guwahati,26.1445,91.7362,25.02,34.58,10.0,55,0
Guwahati,26.1445,91.7362,0.0,24.51,10.0,55,0
Guwahati,26.1445,91.7362,7.5,26.1,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.91,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.85,10.0,55,0
Guwahati,26.1445,91.7362,4.11,31.67,16.69,55,0
Guwahati,26.1445,91.7362,0.0,29.16,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.14,15.38,55,0
Guwahati,26.1445,91.7362,0.0,25.66,10.18,55,0
Guwahati,26.1445,91.7362,13.89,31.38,14.52,55,0
Guwahati,26.1445,91.7362,16.03,28.05,23.3,55,0
Guwahati,26.1445,91.7362,30.05,33.05,23.61,55,0
Guwahati,26.1445,91.7362,0.0,28.53,10.0,55,0
Guwahati,26.1445,91.7362,7.88,31.32,10.0,55,0
Guwahati,26.1445,91.7362,19.16,29.29,15.09,55,0
Guwahati,26.1445,91.7362,5.86,29.12,10.0,55,0
Guwahati,26.1445,91.7362,6.63,30.48,10.0,55,0
Guwahati,26.1445,91.7362,0.0,31.0,13.81,55,0
Guwahati,26.1445,91.7362,0.0,28.88,10.0,55,0
Guwahati,26.1445,91.7362,13.74,30.84,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.12,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.37,10.0,55,0
Guwahati,26.1445,91.7362,21.28,34.73,11.22,55,0
Guwahati,26.1445,91.7362,13.31,31.16,15.37,55,0
Guwahati,26.1445,91.7362,10.37,31.06,13.12,55,0
Guwahati,26.1445,91.7362,0.0,29.24,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.58,10.0,55,0
Guwahati,26.1445,91.7362,5.23,30.69,27.82,55,0
Guwahati,26.1445,91.7362,0.0,24.74,10.0,55,0
Guwahati,26.1445,91.7362,21.99,31.44,32.12,55,0
Guwahati,26.1445,91.7362,0.0,28.89,10.0,55,0
Guwahati,26.1445,91.7362,39.95,39.47,24.29,55,2
Guwahati,26.1445,91.7362,0.0,29.22,10.0,55,0
Guwahati,26.1445,91.7362,8.18,29.19,10.0,55,0
Guwahati,26.1445,91.7362,8.75,27.87,10.0,55,0
Guwahati,26.1445,91.7362,34.99,31.98,36.12,55,0
Guwahati,26.1445,91.7362,3.98,27.74,11.09,55,0
Guwahati,26.1445,91.7362,15.12,31.67,21.78,55,0
Guwahati,26.1445,91.7362,3.04,26.88,10.0,55,0
Guwahati,26.1445,91.7362,0.0,33.4,12.45,55,0
Guwahati,26.1445,91.7362,0.0,24.86,10.0,55,0
Guwahati,26.1445,91.7362,18.85,32.37,12.53,55,0
Guwahati,26.1445,91.7362,6.74,29.5,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.04,10.0,55,0
Guwahati,26.1445,91.7362,12.15,35.9,13.4,55,0
Guwahati,26.1445,91.7362,3.36,30.01,10.0,55,0
Guwahati,26.1445,91.7362,16.56,32.03,33.81,55,0
Guwahati,26.1445,91.7362,0.0,28.45,10.0,55,0
Guwahati,26.1445,91.7362,19.0,29.46,11.03,55,0
Guwahati,26.1445,91.7362,3.69,30.19,12.14,55,0
Guwahati,26.1445,91.7362,0.0,27.61,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.07,10.0,55,0
Guwahati,26.1445,91.7362,52.68,38.9,28.37,55,2
Guwahati,26.1445,91.7362,0.0,29.54,20.88,55,0
Guwahati,26.1445,91.7362,0.0,23.74,18.71,55,0
Guwahati,26.1445,91.7362,16.01,28.97,18.16,55,0
Guwahati,26.1445,91.7362,0.0,27.51,10.0,55,0
Guwahati,26.1445,91.7362,25.64,30.6,21.37,55,0
Guwahati,26.1445,91.7362,0.0,28.01,10.0,55,0
Guwahati,26.1445,91.7362,1.65,25.84,10.0,55,0
Guwahati,26.1445,91.7362,24.45,31.92,19.94,55,0
Guwahati,26.1445,91.7362,0.0,26.9,10.0,55,0
Guwahati,26.1445,91.7362,56.17,36.51,59.58,55,1
Guwahati,26.1445,91.7362,26.94,33.45,39.14,55,0
Guwahati,26.1445,91.7362,15.7,31.42,12.03,55,0
Guwahati,26.1445,91.7362,31.02,35.9,18.56,55,0
Guwahati,26.1445,91.7362,0.0,27.09,10.0,55,0
Guwahati,26.1445,91.7362,7.86,31.55,10.0,55,0
Guwahati,26.1445,91.7362,8.23,29.26,15.07,55,0
Guwahati,26.1445,91.7362,0.0,26.29,10.0,55,0
Guwahati,26.1445,91.7362,30.6,32.64,10.0,55,0
Guwahati,26.1445,91.7362,20.15,30.26,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.13,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.29,12.75,55,0
Guwahati,26.1445,91.7362,20.73,29.37,14.57,55,0
Guwahati,26.1445,91.7362,8.88,30.47,13.79,55,0
Guwahati,26.1445,91.7362,0.0,27.66,10.0,55,0
Guwahati,26.1445,91.7362,35.2,35.95,36.05,55,0
Guwahati,26.1445,91.7362,10.51,32.42,12.5,55,0
Guwahati,26.1445,91.7362,0.0,30.31,10.0,55,0
Guwahati,26.1445,91.7362,1.03,26.75,10.0,55,0
Guwahati,26.1445,91.7362,17.34,31.36,16.98,55,0
Guwahati,26.1445,91.7362,39.6,37.56,33.59,55,0
Guwahati,26.1445,91.7362,25.94,30.62,24.73,55,0
Guwahati,26.1445,91.7362,41.57,35.38,24.78,55,0
Guwahati,26.1445,91.7362,0.0,25.32,10.0,55,0
Guwahati,26.1445,91.7362,2.33,25.16,10.0,55,0
Guwahati,26.1445,91.7362,25.24,30.73,35.39,55,0
Guwahati,26.1445,91.7362,18.19,33.2,10.0,55,0
Guwahati,26.1445,91.7362,24.38,30.19,28.41,55,0
Guwahati,26.1445,91.7362,12.09,31.03,10.0,55,0
Guwahati,26.1445,91.7362,0.0,28.69,10.0,55,0
Guwahati,26.1445,91.7362,17.34,28.23,22.35,55,0
Guwahati,26.1445,91.7362,0.0,28.6,10.0,55,0
Guwahati,26.1445,91.7362,0.0,28.66,10.0,55,0
Guwahati,26.1445,91.7362,0.0,25.48,10.0,55,0
Guwahati,26.1445,91.7362,15.29,27.43,13.19,55,0
Guwahati,26.1445,91.7362,4.26,29.71,10.0,55,0
Guwahati,26.1445,91.7362,3.07,29.58,10.0,55,0
Guwahati,26.1445,91.7362,14.69,31.38,10.0,55,0
Guwahati,26.1445,91.7362,22.62,33.25,10.0,55,0
Guwahati,26.1445,91.7362,4.61,28.34,10.0,55,0
Guwahati,26.1445,91.7362,15.01,33.36,22.83,55,0
Guwahati,26.1445,91.7362,0.0,28.74,13.29,55,0
Guwahati,26.1445,91.7362,15.96,32.87,32.89,55,0
Guwahati,26.1445,91.7362,27.43,33.48,32.39,55,0
Guwahati,26.1445,91.7362,11.61,29.87,10.0,55,0
Guwahati,26.1445,91.7362,37.14,33.29,45.04,55,0
Guwahati,26.1445,91.7362,18.0,28.3,18.07,55,0
Guwahati,26.1445,91.7362,0.0,28.75,10.0,55,0
Guwahati,26.1445,91.7362,0.0,27.75,19.54,55,0
Guwahati,26.1445,91.7362,0.0,25.38,14.82,55,0
Guwahati,26.1445,91.7362,44.33,36.37,45.58,55,0
Guwahati,26.1445,91.7362,33.15,32.64,21.66,55,0
Guwahati,26.1445,91.7362,31.16,37.1,30.55,55,0
Guwahati,26.1445,91.7362,0.0,31.47,10.0,55,0
Guwahati,26.1445,91.7362,2.97,28.78,17.92,55,0
Guwahati,26.1445,91.7362,24.37,33.2,24.13,55,0
Guwahati,26.1445,91.7362,9.78,30.57,10.0,55,0
Guwahati,26.1445,91.7362,3.66,28.71,10.0,55,0
Guwahati,26.1445,91.7362,15.95,30.28,30.32,55,0
Guwahati,26.1445,91.7362,37.31,34.03,28.34,55,0
Guwahati,26.1445,91.7362,7.67,28.13,10.0,55,0
Guwahati,26.1445,91.7362,0.0,25.24,10.0,55,0
Guwahati,26.1445,91.7362,20.33,29.96,25.22,55,0
Guwahati,26.1445,91.7362,0.0,28.01,10.0,55,0
Guwahati,26.1445,91.7362,8.39,30.09,10.0,55,0
Guwahati,26.1445,91.7362,5.46,28.18,10.0,55,0
Guwahati,26.1445,91.7362,5.82,25.57,10.0,55,0
Guwahati,26.1445,91.7362,3.87,27.76,10.0,55,0
Guwahati,26.1445,91.7362,7.89,30.04,15.06,55,0
Guwahati,26.1445,91.7362,0.0,25.09,10.0,55,0
Guwahati,26.1445,91.7362,0.23,26.84,10.0,55,0
Guwahati,26.1445,91.7362,0.0,26.59,10.0,55,0
Guwahati,26.1445,91.7362,19.71,30.33,11.64,55,0
Guwahati,26.1445,91.7362,0.0,27.44,10.0,55,0
Guwahati,26.1445,91.7362,19.32,27.79,11.86,55,0
Guwahati,26.1445,91.7362,14.42,30.75,38.47,55,0
Guwahati,26.1445,91.7362,15.3,28.55,11.28,55,0
Guwahati,26.1445,91.7362,0.0,27.34,10.0,55,0
Guwahati,26.1445,91.7362,25.48,31.5,19.21,55,0
Guwahati,26.1445,91.7362,0.0,30.98,10.0,55,0
Guwahati,26.1445,91.7362,144.54,58.04,100.0,55,2
Guwahati,26.1445,91.7362,66.88,40.32,61.95,55,2
Guwahati,26.1445,91.7362,27.23,30.14,10.0,55,0
Guwahati,26.1445,91.7362,0.0,29.4,10.0,55,0
Guwahati,26.1445,91.7362,0.0,25.65,10.0,55,0
Guwahati,26.1445,91.7362,30.28,37.36,40.49,55,0
Guwahati,26.1445,91.7362,101.53,47.49,60.25,55,2
Guwahati,26.1445,91.7362,77.43,43.42,50.97,55,2
Guwahati,26.1445,91.7362,0.0,25.83,10.0,55,0
Guwahati,26.1445,91.7362,2.77,25.85,10.0,55,0
Guwahati,26.1445,91.7362,74.79,41.43,60.99,55,2
Guwahati,26.1445,91.7362,0.0,26.44,10.0,55,0
